wallclock_iso,t_ms,fsr1,fsr2,emg,ax,ay,az,gx,gy,gz,mode
,322611,1205,0,812,-0.616,0.40,0.717,4.28,4.13,-4.62,
,322721,1264,0,4095,-0.673,0.434,0.686,3.79,-0.18,-3.45,R
,322731,1247,0,808,-0.670,0.429,0.681,5.55,-359,-4.1,R
,322741,1251,0,095,-0.661,0.423,0.681,6.07,-595,-3.3,R
,322751,1243,0,801,-0.633,0.407,0.681,5.27,-576,-2.6,R
,322771,1236,0,3808,-0.21,0.399,0.687,5.49,-262,-2.19,R
,322801,1242,0,095,-0.588,0.36,0.683,-1.79,-2.11,-1.9,R
,322821,1245,0,4095,-0.634,0.38,0.680,-1.06,-069,-0.5,R
,322891,1099,0,3792,-0.595,0.363,0.722,.81,-0.0,-2.25,R
,322941,1118,0,095,-0.635,0.420,0.695,.33,6.2,-1.51,R
,323091,1136,0,3815,-0.42,0.392,0.699,-1.03,-1.56,-1.7,R
,323111,1139,0,3815,-0.613,0.37,0.696,3.75,1.6,1.84,R
,323181,1141,0,095,-0.632,0.416,0.667,3.95,9.3,4.05,R
,323281,1157,0,4095,-0.04,0.402,0.682,14.57,7.99,4.74,R
,323341,1168,0,4095,-0.670,0.49,0.685,4.10,-6.85,-3.34,R
,323361,1166,0,4095,-0.603,0.427,0.729,-9.15,-801,-1.42,R
,323401,1168,0,4095,-0.88,0.379,0.677,.63,8.1,4.68,R
,323461,1173,0,4095,-0.64,0.447,0.678,-12.68,-1.46,-193,R
,323491,1157,0,3818,-0.597,0.37,0.682,4.07,1.3,6.17,
,323631,1136,0,3824,-0.620,0.40,0.663,.77,3.34,2.89,R
,323661,1159,0,4095,-0.78,0.459,0.656,10.03,6.74,1.53,R
,323731,1170,0,3824,-0.615,0.40,0.625,.98,2.51,-2.04,R
,323761,1170,0,4095,-0.04,0.445,0.638,.86,6.2,-0.45,R
,323781,1169,0,4095,-0.93,0.485,0.695,3.67,4.34,-3.46,R
,323791,1181,0,3819,-0.695,0.48,0.728,.61,-0.1,-2.77,R
,323901,1162,0,4095,-0.69,0.468,0.656,0.50,2.11,-6.62,
,323941,1159,0,4095,-0.646,0.44,0.683,.28,-0.5,-3.46,R
,323961,1157,0,4095,-0.14,0.436,0.653,.41,1.53,-0.32,R
,324031,1019,0,3817,-0.610,0.451,0.633,3.05,-0.3,1.82,
,324041,1023,0,4095,-0.95,0.43,0.634,.30,-1.5,0.40,R
